"","HOME","ROAD","GAME.DATE","W.L","SPREAD","VegPred","log1Pred","log1WL","log2Pred","log2WL","log3Pred","log3WL","RFWL","XGWL","lassoPred","lassoWL","XGPred","RFPred"
"2577","DEN","MIN",2014-12-26,1,-10,1,0.719612094977264,1,0.719612094977264,1,0.721811252344634,1,"1","1",0.716472849141704,1,0.724800229072571,0.87
"2579","NYK","MIL",2015-01-04,0,7,0,0.371277543989228,0,0.371277543989228,0,0.376063467074644,0,"0","0",0.355830462401554,0,0.374515950679779,0.33
"2583","GSW","DAL",2015-02-04,1,-8,1,0.691502084504838,1,0.691502084504838,1,0.729788516717574,1,"1","1",0.711832186595065,1,0.715019345283508,0.88
"2585","LAL","BKN",2015-02-20,0,3,0,0.547163721926868,1,0.547163721926868,1,0.544630636470346,1,"0","1",0.537936271201264,1,0.564191341400146,0.47
"2590","TOR","MIN",2015-03-18,1,-11,1,0.878221320161755,1,0.878221320161755,1,0.85257801000347,1,"1","1",0.824763811253226,1,0.85061103105545,0.95
"2597","TOR","CHA",2015-04-15,1,-11,1,0.638355018151495,1,0.638355018151495,1,0.747964687969405,1,"1","1",0.741199107277397,1,0.727601528167725,0.84
"2601","LAL","IND",2015-11-29,0,10,0,0.175331505151709,0,0.175331505151709,0,0.15944235692925,0,"0","0",0.176336699208649,0,0.15990474820137,0.13
"2610","LAL","NOP",2016-01-12,1,2,0,0.422440988135052,0,0.422440988135052,0,0.455103572344145,0,"0","0",0.471643857727577,0,0.453279286623001,0.25
"2612","OKC","WAS",2016-02-01,1,-10,1,0.798745260005006,1,0.798745260005006,1,0.808389762762011,1,"1","1",0.785666391816692,1,0.804625451564789,0.86
"2618","IND","NOP",2016-03-24,1,-14,1,0.763292870001738,1,0.763292870001738,1,0.674895455655124,1,"1","1",0.657893684173282,1,0.67640608549118,0.66
"2619","PHX","BOS",2016-03-26,0,9,0,0.285411915047242,0,0.285411915047242,0,0.277130646798202,0,"0","0",0.312238459418014,0,0.274762481451035,0.13
"2623","CLE","DET",2016-04-13,0,-4,1,0.763195451527212,1,0.763195451527212,1,0.790089521255624,1,"1","1",0.753819433168943,1,0.782711386680603,0.98
"2629","ORL","DEN",2016-12-10,0,2,0,0.518189496072526,1,0.518189496072526,1,0.535402297053604,1,"1","1",0.572225157835746,1,0.532213091850281,0.58
"2633","SAS","POR",2016-12-30,1,-10,1,0.821934533216989,1,0.821934533216989,1,0.864584237547922,1,"1","1",0.839347992118926,1,0.863742172718048,0.95
"2635","SAC","LAC",2017-01-06,0,2,0,0.435781677135185,0,0.435781677135185,0,0.454123384167424,0,"0","0",0.464516642829368,0,0.457000315189362,0.28
"2644","SAC","PHX",2017-02-03,0,-4,1,0.748981711760676,1,0.748981711760676,1,0.71591173253441,1,"1","1",0.69094223942634,1,0.722091913223267,0.82
"2647","BKN","WAS",2017-02-08,0,10,0,0.188786881849563,0,0.188786881849563,0,0.241235450532473,0,"0","0",0.27897472016875,0,0.234971791505814,0.09
"2652","BOS","PHX",2017-03-24,1,-16,1,0.865072945472197,1,0.865072945472197,1,0.852280931088647,1,"1","1",0.820162699272602,1,0.853315591812134,0.98
"2654","ATL","PHX",2017-03-28,1,-10,1,0.803045834222202,1,0.803045834222202,1,0.770857949256855,1,"1","1",0.729597683402481,1,0.775657474994659,0.89
"2658","ATL","CLE",2017-04-09,1,5,0,0.45510727772971,0,0.45510727772971,0,0.460219965980852,0,"0","0",0.462030199847127,0,0.451329112052917,0.39
"2660","ORL","DAL",2013-11-16,0,2.5,0,0.54075591662804,1,0.54075591662804,1,0.504865614821574,1,"1","1",0.544514519172162,1,0.523498117923737,0.72
"2661","PHI","TOR",2013-11-20,0,4.5,0,0.439975363877526,0,0.439975363877526,0,0.479379761752615,0,"0","0",0.465383906051538,0,0.477209478616714,0.4
"2663","NYK","NOP",2013-12-01,0,-1.5,1,0.335888311161477,0,0.335888311161477,0,0.322934905518108,0,"0","0",0.361950640286494,0,0.337984830141068,0.34
"2668","MIA","CLE",2013-12-14,1,-12.5,1,0.918146084251319,1,0.918146084251319,1,0.895744050623414,1,"1","1",0.845333637196764,1,0.894839882850647,0.81
"2675","DAL","NOP",2014-01-11,1,-8.5,1,0.713835957965961,1,0.713835957965961,1,0.730515103510931,1,"1","1",0.716153376810251,1,0.731478333473206,0.96
"2680","WAS","NOP",2014-02-22,1,-6.5,1,0.73862657647015,1,0.73862657647015,1,0.665546789338727,1,"1","1",0.671061092536379,1,0.683176219463348,0.82
"2692","HOU","DEN",2014-04-06,1,-10.5,1,0.784885600465283,1,0.784885600465283,1,0.795149359048266,1,"1","1",0.759208576338157,1,0.797590136528015,0.97
"2693","SAC","OKC",2014-04-08,0,9.5,0,0.292209913385965,0,0.292209913385965,0,0.293408270808832,0,"0","0",0.3191732745633,0,0.289828896522522,0.13
"2700","PHI","SAS",2014-12-01,0,11.5,0,0.134209306035276,0,0.134209306035276,0,0.0863783970365451,0,"0","0",0.110413886921483,0,0.0855889245867729,0.2
"2706","POR","SAC",2015-01-19,1,-9.5,1,0.80911455584584,1,0.80911455584584,1,0.751378655732608,1,"1","1",0.73481598278457,1,0.759442806243896,0.91
"2712","MIN","ATL",2015-02-09,0,6.5,0,0.253248163551334,0,0.253248163551334,0,0.213218549291179,0,"0","0",0.253856778579183,0,0.217877835035324,0.2
"2716","DET","CHA",2015-03-08,0,1.5,0,0.56064882432736,1,0.56064882432736,1,0.523227337550904,1,"1","1",0.512610818632708,1,0.538248121738434,0.62
"2717","LAC","MIN",2015-03-09,1,-7.5,1,0.911093795833323,1,0.911093795833323,1,0.86757502307609,1,"1","1",0.845417272840715,1,0.879314482212067,0.92
"2721","CHA","PHI",2015-04-04,1,-6.5,1,0.737979612146094,1,0.737979612146094,1,0.72480346413998,1,"1","1",0.731043174272784,1,0.734873414039612,0.87
"2722","SAS","HOU",2015-04-08,1,-6.5,1,0.656481684342961,1,0.656481684342961,1,0.740439092186517,1,"1","1",0.724828496755143,1,0.730361342430115,0.91
"2731","SAS","BOS",2015-12-05,1,-8.5,1,0.797811797359012,1,0.797811797359012,1,0.772229520836444,1,"1","1",0.751265251666535,1,0.778682291507721,0.92
"2734","OKC","ATL",2015-12-10,1,-7.5,1,0.706095653693187,1,0.706095653693187,1,0.706119179387869,1,"1","1",0.691601865541562,1,0.704795241355896,0.89
"2743","SAC","LAL",2016-01-07,1,-8.5,1,0.830620977098503,1,0.830620977098503,1,0.797490479517139,1,"1","1",0.76428493052787,1,0.794712603092194,0.82
"2744","LAC","CHA",2016-01-09,1,-8.5,1,0.646938816968364,1,0.646938816968364,1,0.694429623275735,1,"1","1",0.719021375734972,1,0.702975034713745,0.83
"2748","BOS","CHI",2016-01-22,1,-3.5,1,0.682871286466693,1,0.682871286466693,1,0.675824960227822,1,"1","1",0.675258387513093,1,0.680236339569092,0.86
"2756","TOR","MEM",2016-02-21,1,-7.5,1,0.680993593908802,1,0.680993593908802,1,0.701152306925266,1,"1","1",0.677545154620342,1,0.691898882389069,0.95
"2763","HOU","LAL",2016-04-10,1,-14.5,1,0.882449996242855,1,0.882449996242855,1,0.828773380882043,1,"1","1",0.804439874063747,1,0.835333466529846,0.98
"2767","MIN","NYK",2016-11-30,0,-3.5,1,0.708545080028734,1,0.708545080028734,1,0.669367807390118,1,"1","1",0.624206669609207,1,0.662947416305542,0.69
"2769","MIL","SAS",2016-12-05,0,6.5,0,0.422947992728671,0,0.422947992728671,0,0.494772818623809,0,"1","0",0.525669053301656,1,0.490974247455597,0.56
"2776","HOU","NYK",2016-12-31,1,-12.5,1,0.880705815481184,1,0.880705815481184,1,0.852989656141492,1,"1","1",0.824524663427613,1,0.846631824970245,0.92
"2783","LAC","GSW",2017-02-02,0,7.5,0,0.313878954009443,0,0.313878954009443,0,0.323388091297939,0,"0","0",0.342153561379987,0,0.331873327493668,0.14
"2788","OKC","UTA",2017-02-28,1,2.5,0,0.380090840100687,0,0.380090840100687,0,0.387764494778123,0,"0","0",0.422194813740184,0,0.37728950381279,0.28
"2791","DET","BKN",2017-03-30,1,-6.5,1,0.724336493151534,1,0.724336493151534,1,0.748377313176778,1,"1","1",0.674381101928,1,0.752840638160706,0.7
"2797","POR","IND",2013-12-02,1,1,0,0.431723358877538,0,0.431723358877538,0,0.400334352218877,0,"0","0",0.407361255172808,0,0.402870088815689,0.32
"2807","OKC","GSW",2014-01-17,1,-1,1,0.6154005766197,1,0.6154005766197,1,0.666094901690083,1,"1","1",0.63443553756423,1,0.665522396564484,0.81
"2816","LAC","MIA",2014-02-05,0,-1,1,0.46193846782477,0,0.46193846782477,0,0.477711925685141,0,"1","0",0.536058241847601,1,0.488738149404526,0.58
"2817","WAS","SAS",2014-02-05,0,2,0,0.481658778057283,0,0.481658778057283,0,0.379516061745578,0,"0","0",0.442551900751966,0,0.402420371770859,0.3
"2823","GSW","ATL",2014-03-07,1,-9,1,0.761038253414704,1,0.761038253414704,1,0.706761412425495,1,"1","1",0.699465615602254,1,0.720159709453583,0.9
"2827","NOP","BOS",2014-03-16,1,-6,1,0.701351505190466,1,0.701351505190466,1,0.679098550986398,1,"1","1",0.688949397793946,1,0.696710348129272,0.89
"2830","GSW","MEM",2014-03-28,1,-2,1,0.626234292949019,1,0.626234292949019,1,0.633236868652446,1,"1","1",0.627940902461436,1,0.623020946979523,0.88
"2834","LAC","SAC",2014-04-12,1,-11,1,0.897953763398811,1,0.897953763398811,1,0.861417752465182,1,"1","1",0.838503077619152,1,0.873730897903442,0.98
"2838","LAL","DEN",2014-11-23,0,2,0,0.330647216212443,0,0.330647216212443,0,0.348529474772996,0,"0","0",0.350417772310272,0,0.343562573194504,0.23
"2839","SAC","TOR",2014-12-02,0,3,0,0.255056640794215,0,0.255056640794215,0,0.39405007272045,0,"0","0",0.409704074241581,0,0.387997657060623,0.47
"2840","MIN","HOU",2014-12-05,0,7,0,0.142189167210877,0,0.142189167210877,0,0.142483087667751,0,"0","0",0.198006518783925,0,0.143676191568375,0.22
"2859","WAS","IND",2015-03-25,0,-3,1,0.534644301080647,1,0.534644301080647,1,0.611323974372138,1,"1","1",0.616264298029593,1,0.601754188537598,0.79
"2861","NYK","IND",2015-04-08,0,11,0,0.241841361620127,0,0.241841361620127,0,0.315870088229647,0,"0","0",0.327641761671116,0,0.301457762718201,0.13
"2866","ATL","NOP",2015-11-11,1,-13,1,0.907944794620646,1,0.907944794620646,1,0.873468531974133,1,"1","1",0.839601193960143,1,0.876482427120209,0.96
"2867","OKC","NOP",2015-11-18,1,-12,1,0.917404829690077,1,0.917404829690077,1,0.887381792892089,1,"1","1",0.864507354608254,1,0.89242148399353,0.93
"2875","BOS","PHX",2016-01-15,1,-9,1,0.751156970711597,1,0.751156970711597,1,0.734190910448847,1,"1","1",0.73782697981681,1,0.758220255374908,0.84
"2882","IND","CHA",2016-02-26,0,-4,1,0.525385549294041,1,0.525385549294041,1,0.570262424118896,1,"1","1",0.555588686315948,1,0.561071991920471,0.64
"2884","ORL","PHI",2016-02-28,1,-9,1,0.822287993253033,1,0.822287993253033,1,0.835747917891061,1,"1","1",0.801766901015989,1,0.843400061130524,0.88
"2887","TOR","UTA",2016-03-02,1,-5,1,0.793204234225188,1,0.793204234225188,1,0.764039302028474,1,"1","1",0.738246241078365,1,0.768155336380005,0.96
"2891","GSW","SAS",2016-04-07,1,-6,1,0.465612260515376,0,0.465612260515376,0,0.513490191001482,1,"1","1",0.551167315306482,1,0.520804524421692,0.59
"2894","MEM","ORL",2016-12-01,1,4,0,0.682058740675533,1,0.682058740675533,1,0.697199550192012,1,"1","1",0.654046529150371,1,0.666172206401825,0.75
"2896","OKC","ATL",2016-12-19,0,-3,1,0.61654916279255,1,0.61654916279255,1,0.552497873301343,1,"1","1",0.552520908218708,1,0.562643647193909,0.61
"2897","UTA","TOR",2016-12-23,0,1,0,0.431555233979033,0,0.431555233979033,0,0.476299012552519,0,"0","0",0.47769778994278,0,0.481839150190353,0.48
"2906","BOS","LAL",2017-02-03,1,-11,1,0.835385762788697,1,0.835385762788697,1,0.859212181857351,1,"1","1",0.843027034962182,1,0.865513682365417,0.99
"2911","LAC","MIN",2013-11-11,1,-6.5,1,0.455501421891756,0,0.455501421891756,0,0.609395126897586,1,"1","1",0.588639574002775,1,0.605181813240051,0.6
"2912","DAL","WAS",2013-11-12,1,-5.5,1,0.727660207520674,1,0.727660207520674,1,0.733191987510818,1,"1","1",0.69668182814565,1,0.726661860942841,0.97
"2914","POR","OKC",2013-12-04,1,-2.5,1,0.666918171574989,1,0.666918171574989,1,0.617248443485474,1,"1","1",0.595527471185458,1,0.634080231189728,0.68
"2917","POR","HOU",2013-12-12,1,-2.5,1,0.5254120081742,1,0.5254120081742,1,0.538383403140458,1,"1","1",0.555427755383568,1,0.52307915687561,0.5
"2922","IND","LAC",2014-01-18,1,-9.5,1,0.663705824896558,1,0.663705824896558,1,0.732204827215628,1,"1","1",0.677031011097164,1,0.703779399394989,0.7
"2924","SAC","DEN",2014-01-26,0,3.5,0,0.500341222698803,1,0.500341222698803,1,0.508727979675452,1,"0","0",0.490584442292357,0,0.489506483078003,0.28
"2929","LAC","POR",2014-02-12,1,-9.5,1,0.814227612753882,1,0.814227612753882,1,0.738298671570293,1,"1","1",0.735010843212215,1,0.758611917495728,0.87
"2930","GSW","HOU",2014-02-20,1,1.5,0,0.474886903311123,0,0.474886903311123,0,0.569442905067357,1,"1","1",0.542492837426915,1,0.538819789886475,0.56
"2934","LAC","DET",2014-03-22,1,-13.5,1,0.893899655714532,1,0.893899655714532,1,0.878579307804938,1,"1","1",0.844841703679907,1,0.883584976196289,0.99
"2935","ATL","PHX",2014-03-24,0,2.5,0,0.541046072588485,1,0.541046072588485,1,0.49180781059157,0,"1","0",0.496200968381072,0,0.483828812837601,0.48
"2937","UTA","MEM",2014-03-26,0,8.5,0,0.292379783942313,0,0.292379783942313,0,0.315744857984796,0,"0","0",0.314731734348144,0,0.307922661304474,0.18
"2941","DET","UTA",2014-11-09,0,-3.5,1,0.50597902474189,1,0.50597902474189,1,0.492313841966729,0,"1","1",0.538111606976617,1,0.533483147621155,0.56
"2942","POR","CHA",2014-11-11,1,-6.5,1,0.860987775215758,1,0.860987775215758,1,0.853718961988581,1,"1","1",0.824353566885176,1,0.86048549413681,0.96
"2946","NYK","CLE",2014-12-04,0,7.5,0,0.181856080676662,0,0.181856080676662,0,0.314928819629897,0,"0","0",0.318620676069323,0,0.30699834227562,0.19
"2950","SAS","MEM",2014-12-17,0,-3.5,1,0.600797007149334,1,0.600797007149334,1,0.600298758061929,1,"1","1",0.586056169933857,1,0.604637324810028,0.74
"2953","NOP","SAS",2014-12-26,1,-2.5,1,0.445381236047313,0,0.445381236047313,0,0.467403315360902,0,"0","0",0.469653579911434,0,0.472084075212479,0.4
"2955","HOU","WAS",2014-12-29,0,-3.5,1,0.5816079826224,1,0.5816079826224,1,0.494291510758203,0,"0","0",0.518100020813224,1,0.497587263584137,0.38
"2956","MIL","IND",2015-01-02,0,-1.5,1,0.653871797713168,1,0.653871797713168,1,0.661391713156684,1,"1","1",0.638595793728169,1,0.64895898103714,0.79
"2957","WAS","NYK",2015-01-07,1,-14.5,1,0.841859389137292,1,0.841859389137292,1,0.872947878746246,1,"1","1",0.84332209697996,1,0.867227435112,0.99
"2958","GSW","CLE",2015-01-09,1,-13.5,1,0.901453635971343,1,0.901453635971343,1,0.879614613113313,1,"1","1",0.87551216273179,1,0.886471033096313,0.95
"2961","PHX","LAL",2015-01-19,1,-10.5,1,0.78842954869543,1,0.78842954869543,1,0.798661791011294,1,"1","1",0.768511359468901,1,0.786932826042175,0.97
"2964","PHX","HOU",2015-01-23,0,-2.5,1,0.593034027427301,1,0.593034027427301,1,0.627519116905354,1,"1","1",0.622217123666852,1,0.634761810302734,0.68
"2969","NOP","MEM",2015-03-07,1,-1.5,1,0.473790601860146,0,0.473790601860146,0,0.520339757051036,1,"1","1",0.541472581518698,1,0.528068423271179,0.37
"2970","CHI","MEM",2015-03-09,0,5.5,0,0.469816186402159,0,0.469816186402159,0,0.526501616538793,1,"1","1",0.524433313099967,1,0.517782390117645,0.61
"2974","PHX","POR",2015-03-27,0,1.5,0,0.515479141234579,1,0.515479141234579,1,0.526180232239,1,"1","1",0.551232456657991,1,0.530418634414673,0.48
"2984","TOR","GSW",2015-12-05,0,7.5,0,0.251315694853359,0,0.251315694853359,0,0.228886754645576,0,"0","0",0.268014685917377,0,0.229173690080643,0.18
"2993","MEM","MIA",2015-12-29,1,-4.5,1,0.4725365858514,0,0.4725365858514,0,0.388489766037417,0,"0","0",0.423766177324735,0,0.386463135480881,0.23
"2994","TOR","WAS",2015-12-30,1,-7.5,1,0.785427192422561,1,0.785427192422561,1,0.776918764508831,1,"1","1",0.733514896364405,1,0.778644382953644,0.9
"3000","NYK","UTA",2016-01-20,1,-2.5,1,0.588726190833445,1,0.588726190833445,1,0.609671991295981,1,"1","1",0.600394491202121,1,0.616915047168732,0.76
"3005","TOR","CLE",2016-02-26,1,2.5,0,0.638628493608171,1,0.638628493608171,1,0.54411041324965,1,"1","1",0.543536679510456,1,0.546262323856354,0.57
"3008","WAS","PHI",2016-02-29,1,-12.5,1,0.810924193113525,1,0.810924193113525,1,0.81958209457152,1,"1","1",0.796146587691198,1,0.815570950508118,0.9
"3010","NOP","SAC",2016-03-07,1,1.5,0,0.50824940517027,1,0.50824940517027,1,0.552258968583182,1,"1","1",0.573442807039742,1,0.552032649517059,0.55
"3013","MIL","NOP",2016-03-12,1,-6.5,1,0.591079504529483,1,0.591079504529483,1,0.632444918139354,1,"1","1",0.625328805240381,1,0.643832147121429,0.66
"3016","MIN","SAC",2016-03-23,1,-4.5,1,0.551149934382094,1,0.551149934382094,1,0.567871246522981,1,"1","1",0.587486416909219,1,0.584133803844452,0.59
"3022","NOP","LAL",2016-04-08,1,-3.5,1,0.802961828332387,1,0.802961828332387,1,0.811546873925871,1,"1","1",0.789485112981018,1,0.813557684421539,0.94
"3026","ATL","CHI",2016-11-09,1,-3.5,1,0.805198617294308,1,0.805198617294308,1,0.715464364873627,1,"1","1",0.698186404026557,1,0.734042048454285,0.76
"3031","MIN","BOS",2016-11-21,0,1.5,0,0.731401505918497,1,0.731401505918497,1,0.673425720129782,1,"1","1",0.650264728613083,1,0.672507524490356,0.79
"3033","HOU","BOS",2016-12-05,1,-5.5,1,0.625137807246899,1,0.625137807246899,1,0.637650507457263,1,"1","1",0.63883654112099,1,0.622162818908691,0.64
"3036","CHA","DET",2016-12-07,1,-5.5,1,0.425185017161155,0,0.425185017161155,0,0.520033871953257,1,"1","1",0.537453537938211,1,0.520974278450012,0.56
"3037","UTA","GSW",2016-12-08,0,11.5,0,0.343691745163494,0,0.343691745163494,0,0.436548380795127,0,"0","0",0.451353750401595,0,0.438335299491882,0.39
"3039","MEM","POR",2016-12-08,1,2.5,0,0.525198999435852,1,0.525198999435852,1,0.586514380662838,1,"1","1",0.59111479464179,1,0.580144226551056,0.51
"3042","CLE","LAL",2016-12-17,1,-15.5,1,0.937362128648027,1,0.937362128648027,1,0.899647716552197,1,"1","1",0.881503292119815,1,0.908898830413818,1
"3050","CHI","NOP",2017-01-14,1,-3.5,1,0.657941121695578,1,0.657941121695578,1,0.63522612272483,1,"1","1",0.603807689489798,1,0.635562121868134,0.67
"3051","TOR","SAS",2017-01-24,0,-2.5,1,0.471325942514791,0,0.471325942514791,0,0.431214264394761,0,"0","0",0.42989656515874,0,0.438168168067932,0.24
"3057","MIL","NYK",2017-03-08,1,-6.5,1,0.73777029693704,1,0.73777029693704,1,0.754853501065251,1,"1","1",0.717208796558422,1,0.753985047340393,0.9
"3072","ATL","CHA",2013-12-28,1,-6,1,0.724001695353153,1,0.724001695353153,1,0.766613232372698,1,"1","1",0.739869500388235,1,0.762720227241516,0.81
"3074","BOS","ATL",2013-12-31,0,-3,1,0.405618394005991,0,0.405618394005991,0,0.446839231432778,0,"0","0",0.43161995239746,0,0.430425018072128,0.4
"3077","POR","BOS",2014-01-11,1,-12,1,0.846689384543665,1,0.846689384543665,1,0.821102029966141,1,"1","1",0.812050224618255,1,0.825365900993347,0.84
"3084","POR","MIN",2014-01-25,1,-7,1,0.639763784442951,1,0.639763784442951,1,0.656415994941039,1,"1","1",0.637420929058215,1,0.66832047700882,0.81
"3089","DET","ATL",2014-02-21,1,-4,1,0.483535909978643,0,0.483535909978643,0,0.515684270648567,1,"1","1",0.54746334690617,1,0.523528337478638,0.52
"3093","MIN","MIL",2014-03-11,1,-15,1,0.765211714105305,1,0.765211714105305,1,0.79867010253847,1,"1","1",0.780779193544269,1,0.799731612205505,0.93
"3095","UTA","ORL",2014-03-22,1,-5,1,0.60888554346638,1,0.60888554346638,1,0.599340064191187,1,"1","1",0.55871562717458,1,0.606401026248932,0.56
"3097","ATL","PHI",2014-03-31,1,-12,1,0.826947335881485,1,0.826947335881485,1,0.812403948135267,1,"1","1",0.766968226418048,1,0.815982758998871,0.89
"3105","WAS","ORL",2014-11-15,1,-9,1,0.63569964835322,1,0.63569964835322,1,0.753911815274335,1,"1","1",0.718739993553469,1,0.755600392818451,0.85
"3107","NYK","MIA",2014-11-30,0,3,0,0.304294041014913,0,0.304294041014913,0,0.332544756485733,0,"0","0",0.39325787101125,0,0.353043884038925,0.16
"3111","MEM","CHA",2014-12-12,1,-10,1,0.911868785580479,1,0.911868785580479,1,0.894697186633831,1,"1","1",0.858390040287558,1,0.893905699253082,0.98
"3112","ORL","ATL",2014-12-13,1,3,0,0.270998791815753,0,0.270998791815753,0,0.316939693738487,0,"0","0",0.331035525298585,0,0.308983951807022,0.23
"3117","LAL","PHX",2014-12-28,0,5,0,0.336795991535921,0,0.336795991535921,0,0.338582995427608,0,"0","0",0.366074629446498,0,0.356093436479568,0.07
"3123","PHI","NYK",2015-01-21,0,3,0,0.457794127167133,0,0.457794127167133,0,0.469883642890728,0,"0","0",0.496409405011658,0,0.459777772426605,0.41
"3130","HOU","BKN",2015-02-27,1,-8,1,0.771591054141101,1,0.771591054141101,1,0.71399506203101,1,"1","1",0.701819675943663,1,0.720553994178772,0.95
"3133","LAC","POR",2015-03-04,0,1,0,0.630665993643677,1,0.630665993643677,1,0.608787754989248,1,"1","1",0.617051432933641,1,0.622985601425171,0.65
"3134","WAS","MIA",2015-03-06,1,-6,1,0.611553204674546,1,0.611553204674546,1,0.65527870562319,1,"1","1",0.624964061086426,1,0.65190851688385,0.84
"3137","MIN","TOR",2015-04-01,0,10,0,0.300041385078849,0,0.300041385078849,0,0.266339562940769,0,"0","0",0.308241770129722,0,0.27776437997818,0.15
"3138","DEN","LAC",2015-04-04,0,11,0,0.246334647919879,0,0.246334647919879,0,0.271907739179981,0,"0","0",0.278386460620227,0,0.270348697900772,0.16
"3144","OKC","PHI",2015-11-13,1,-13,1,0.947893398530726,1,0.947893398530726,1,0.95038663226437,1,"1","1",0.926324842909908,1,0.948099136352539,0.99
"3163","UTA","DEN",2016-02-03,1,-8,1,0.796710582419936,1,0.796710582419936,1,0.798409949557901,1,"1","1",0.757733741538754,1,0.793509364128113,0.91
"3171","HOU","MIN",2016-03-18,1,-9,1,0.74436738339626,1,0.74436738339626,1,0.697213946046616,1,"1","1",0.673633325278615,1,0.693716287612915,0.81
"3183","DET","BOS",2016-11-19,0,-2,1,0.575090157026399,1,0.575090157026399,1,0.554289121617805,1,"1","1",0.548040949892381,1,0.543705821037292,0.65
"3190","POR","TOR",2016-12-26,0,8,0,0.232441457316416,0,0.232441457316416,0,0.261933969277893,0,"0","0",0.268089828529966,0,0.264704644680023,0.14
"3193","TOR","BKN",2017-01-13,1,-15,1,0.91283483466675,1,0.91283483466675,1,0.897073626300076,1,"1","1",0.85939672646925,1,0.90695858001709,0.93
"3202","DET","BOS",2017-02-26,0,2,0,0.528418220056055,1,0.528418220056055,1,0.491974682400361,0,"0","0",0.489416397432223,0,0.492499619722366,0.44
"3212","MIL","DET",2017-03-31,1,-7,1,0.687507914109046,1,0.687507914109046,1,0.721255426842339,1,"1","1",0.711154015740014,1,0.702472686767578,0.82
"3214","WAS","CHA",2017-04-04,1,-3,1,0.555213060751133,1,0.555213060751133,1,0.588706753010044,1,"1","1",0.548936824009426,1,0.573307037353516,0.59
"3215","UTA","MIN",2017-04-07,1,-11,1,0.794749511439715,1,0.794749511439715,1,0.772206720321379,1,"1","1",0.764835248886081,1,0.777307033538818,0.86
"3216","BKN","CHI",2017-04-08,1,3,0,0.471613110977942,0,0.471613110977942,0,0.482693218695999,0,"0","0",0.506346362152806,1,0.480270832777023,0.32
"3217","NYK","TOR",2017-04-09,0,9,0,0.409331126441656,0,0.409331126441656,0,0.423977420954633,0,"0","0",0.423792145080612,0,0.425594747066498,0.11
"3223","LAC","NYK",2013-11-27,1,-9.5,1,0.761206530159812,1,0.761206530159812,1,0.832785260337225,1,"1","1",0.81882630154773,1,0.823490560054779,0.91
"3231","PHX","SAS",2013-12-18,0,3.5,0,0.461060158951804,0,0.461060158951804,0,0.362112938344305,0,"0","0",0.412697172478605,0,0.382809549570084,0.29
"3232","ORL","NYK",2013-12-23,0,1.5,0,0.448316631856749,0,0.448316631856749,0,0.513403563161724,1,"1","0",0.523785751983612,1,0.489425271749496,0.75
"3235","NOP","POR",2013-12-30,1,1.5,0,0.552871632839189,1,0.552871632839189,1,0.473910033294727,0,"0","0",0.48259392029353,0,0.493497639894485,0.34
"3240","DAL","DET",2014-01-26,1,-6.5,1,0.733201510489641,1,0.733201510489641,1,0.725057379244715,1,"1","1",0.698283678037732,1,0.706482768058777,0.89
"3246","LAL","BKN",2014-02-23,0,2.5,0,0.416356528288709,0,0.416356528288709,0,0.453373852838782,0,"0","0",0.474679603148768,0,0.460123270750046,0.48
"3247","PHX","LAC",2014-03-04,0,4.5,0,0.483165436867247,0,0.483165436867247,0,0.521659236496158,1,"0","1",0.488008563892244,0,0.511780321598053,0.33
"3248","MIN","DET",2014-03-07,1,-9.5,1,0.687981359256671,1,0.687981359256671,1,0.739248417195646,1,"1","1",0.72488274859913,1,0.730635166168213,0.98
"3249","LAC","PHX",2014-03-10,1,-10.5,1,0.664574026784317,1,0.664574026784317,1,0.706820768975055,1,"1","1",0.723771156738636,1,0.728953897953033,0.83
"3251","ATL","MIL",2014-03-13,1,-8.5,1,0.805744477189896,1,0.805744477189896,1,0.777372383085347,1,"1","1",0.748229964255502,1,0.785053730010986,0.92
"3252","PHX","ORL",2014-03-19,1,-12.5,1,0.828990899209132,1,0.828990899209132,1,0.774880477612078,1,"1","1",0.745174446352204,1,0.786601722240448,0.91
"3254","IND","DET",2014-04-02,1,-10.5,1,0.848528634801027,1,0.848528634801027,1,0.788351912387956,1,"1","1",0.741126413402534,1,0.794305086135864,0.67
"3264","CHA","NYK",2014-12-05,1,-4.5,1,0.562174523633333,1,0.562174523633333,1,0.560135864915889,1,"1","1",0.581177221471052,1,0.567938506603241,0.59
"3265","SAC","UTA",2014-12-08,1,-5.5,1,0.670248955862075,1,0.670248955862075,1,0.658979537546878,1,"1","1",0.666921207678467,1,0.650838971138,0.76
"3267","NOP","CLE",2014-12-12,1,-1.5,1,0.394025913453598,0,0.394025913453598,0,0.5115579166663,1,"0","1",0.494045228828914,0,0.50408136844635,0.51
"3271","SAC","PHX",2014-12-26,0,5.5,0,0.457775305785548,0,0.457775305785548,0,0.493570053915092,0,"1","1",0.507225300305945,1,0.51584780216217,0.47
"3277","ATL","DET",2015-01-19,1,-7.5,1,0.864142890871138,1,0.864142890871138,1,0.858641689113977,1,"1","1",0.822310235084624,1,0.853920698165894,0.98
"3305","UTA","DEN",2015-12-18,1,-5.5,1,0.660494517723934,1,0.660494517723934,1,0.651223591719851,1,"1","1",0.605920032193126,1,0.637687265872955,0.81
