HOME,MATCHUP,ROAD,GAME DATE,W/L,SPREAD,TOTAL,H.OeFG,H.OTOV,H.OREB,H.OFT,H.OeFGL5,H.OTOVL5,H.OREBL5,H.OFTL5,H.DeFG,H.DTOV,H.DREB,H.DFT,H.DeFGL5,H.DTOVL5,H.DREBL5,H.DFTL5,H.PACE,H.PIE,H.REST,H.B2B,H.TRAV,H.3IN4,R.OeFG,R.OTOV,R.OREB,R.OFT,R.OeFGL5,R.OTOVL5,R.OREBL5,R.OFTL5,R.DeFG,R.DTOV,R.DREB,R.DFT,R.DeFGL5,R.DTOVL5,R.DREBL5,R.DFTL5,R.PACE,R.PIE,R.REST,R.B2B,R.TRAV,R.3IN4,H.ORTG,H.DRTG,H.NRTG,H.ORTGL5,H.DRTGL5,H.NRTGL5,R.ORTG,R.DRTG,R.NRTG,R.ORTGL5,R.DRTGL5,R.NRTGL5,H.PPG,H.PPGA,H.PPGL5,H.PPGAL5,R.PPG,R.PPGA,R.PPGL5,R.PPGAL5,H.PTS,R.PTS,Diff,ActTotal
DEN,DEN vs. LAC,LAC,3/17/2014,W,4,216.5,0.495653717,14.02479326,27.38336714,0.220684761,0.505882353,16.25172891,24.51923077,0.230588235,0.4956851,12.63981012,74.48111603,0.236350828,0.515258216,13.96448009,80.70175439,0.218309859,98.17564758,48.17978533,2,0,0,1,0.526127416,12.77784381,24.97354497,0.257158196,0.542168675,12.91747791,26.48648649,0.192771084,0.483977708,14.06505186,72.95783926,0.218739115,0.491315136,15.80748345,74.25742574,0.203473945,96.24593449,55.11871989,1,1,1,1,102.9852456,105.1204565,-2.135210877,100.1137656,103.3893035,-3.27553784,109.2833331,101.3607992,7.92253391,109.2423118,98.41060693,10.83170488,103.5151515,105.6212121,105.6,106.4,107.6029412,100.2058824,106,95.6,110,100,-10,210
CHI,CHI vs. OKC,OKC,3/17/2014,L,2.5,194.5,0.469268477,14.58671452,27.91951132,0.223793363,0.478960396,11.76009408,21.39534884,0.212871287,0.471619366,13.73023481,75.45076283,0.185308848,0.45443038,14.59881693,72.35023041,0.232911392,91.07020131,52.39486275,2,0,0,0,0.520840984,14.47188043,27.2489735,0.24091076,0.511415525,12.83764772,25.7918552,0.244292237,0.487198111,13.870527,76.10380856,0.216451789,0.541564792,13.65821678,81.56682028,0.26405868,96.20582907,54.40146344,1,1,1,0,99.07561567,97.83993104,1.235684624,101.8957346,96.48297108,5.412763521,107.8418053,100.5495112,7.292294053,108.4747088,108.2259585,0.248750263,93.40909091,92.18181818,94.6,90.2,105.8333333,99.36363636,111,110.2,85,97,12,182
IND,IND vs. PHI,PHI,3/17/2014,W,-19,203.5,0.497191537,14.3924181,25.19509476,0.225987643,0.527272727,16.96352841,25.54347826,0.21038961,0.456691484,13.19078034,77.04590818,0.191937534,0.465034965,10.2207686,75.31914894,0.230769231,93.85453852,56.05367643,2,0,0,1,0.469422911,15.0480122,25.0562882,0.191042205,0.466426859,16.05339105,24.53703704,0.196642686,0.525259637,14.95982669,72.54697286,0.237106143,0.573924731,18.04655274,74.72527473,0.319892473,100.4141717,42.14754665,2,0,0,1,102.589447,95.58791198,7.001535059,103.2304562,103.724069,-0.493612819,95.66021445,107.2888983,-11.62868382,93.93697647,109.8503139,-15.91333739,98.75757576,92.22727273,97.4,99.6,99.37878788,110.8333333,94.2,109.2,99,90,-9,189
BKN,BKN vs. PHX,PHX,3/17/2014,W,-3.5,207.5,0.504803843,14.00967061,21.74414138,0.238390713,0.52393617,13.76072527,17.0984456,0.22606383,0.505048505,15.29092493,72.5164283,0.242526232,0.514986376,19.20565414,70.05649718,0.258855586,92.1024062,48.98454527,2,0,0,0,0.515983385,13.96809336,26.78821879,0.224670399,0.512345679,15.75287897,26.06635071,0.261728395,0.494750181,13.88934593,73.2211707,0.240043447,0.508274232,14.18312388,74.03846154,0.231678487,96.34909255,50.80287296,1,1,1,1,103.1649382,103.996134,-0.831195895,103.8685055,101.1375299,2.730975573,106.8863177,104.0224463,2.863871387,104.7699485,104.9701789,-0.200230406,97.421875,98.859375,95.8,94.6,105.4242424,102.9090909,104.2,105.6,108,95,-13,203
HOU,HOU vs. UTA,UTA,3/17/2014,W,-14,204.5,0.530285714,14.9742785,27.7238806,0.273714286,0.498743719,13.41813102,26.41509434,0.306532663,0.484979282,12.6119326,73.447256,0.192161602,0.519323671,13.95622154,74.03846154,0.239130435,96.1581279,53.36894002,1,1,1,0,0.485261606,13.92781365,25.54820745,0.200626382,0.512048193,13.80390986,27.40384615,0.195180723,0.51140125,11.96076066,74.2826008,0.222876057,0.586563307,13.47763116,84.57142857,0.196382429,91.66734086,45.61984993,1,1,1,1,107.8342631,102.6373734,5.196889763,106.3437423,107.8359426,-1.49220028,100.6389473,108.2724361,-7.633488793,105.6191033,112.7371735,-7.118070206,106.1363636,101.9848485,103.8,105.8,94.88059701,101.1044776,101.2,106,124,86,-38,210
CLE,CLE vs. MIA,MIA,3/18/2014,W,10,192.5,0.46913905,13.18362833,27.81830239,0.201122216,0.479713604,13.424821,26.63551402,0.190930788,0.507582516,12.9855654,75.59250088,0.197680642,0.507042254,11.81013797,77.03349282,0.171361502,93.69514039,45.75552548,2,0,0,0,0.560113729,14.5935825,19.96623048,0.232331438,0.540682415,15.57939576,17.87709497,0.236220472,0.509144543,15.96061878,72.26305609,0.223795477,0.502415459,15.00333407,69.60784314,0.193236715,92.41919381,54.29587742,2,0,0,0,99.91635196,104.790973,-4.874621032,100.5591254,104.0293342,-3.470208785,109.8263227,103.1210611,6.705261577,105.6664141,103.7917469,1.874667196,96.98507463,101.4626866,96.4,101,104.0625,98.6875,100.4,99.2,96,100,4,196
POR,POR vs. MIL,MIL,3/18/2014,W,-12.5,206.5,0.503156458,12.44405516,28.62416107,0.221122675,0.473317865,12.20029705,28.68852459,0.271461717,0.489768076,10.99814653,74.95023225,0.197987722,0.51954023,10.60096505,74.29906542,0.216091954,95.9314108,52.42722548,2,0,0,0,0.473750677,13.99154933,26.92828146,0.195020747,0.478417266,10.96159661,29.38388626,0.215827338,0.517909357,13.52234819,71.17967332,0.221673977,0.571611253,14.15205598,72.77777778,0.207161125,92.20100449,44.7583815,2,0,0,1,108.4001856,104.8977608,3.502424876,105.9407539,110.9485491,-5.00779524,99.26705707,108.1149875,-8.847930394,104.6840212,114.8425265,-10.1585053,107.3731343,103.0597015,105,109.2,94.52238806,102.7014925,97.8,105.6,120,115,-5,235
GSW,GSW vs. ORL,ORL,3/18/2014,W,-11.5,207,0.512618842,14.01020381,25.3283934,0.191529818,0.546116505,13.5910601,18.0952381,0.184466019,0.475200838,13.80368098,75.91383812,0.224414949,0.502409639,13.21974148,77.51196172,0.243373494,96.65402192,52.79731104,2,0,0,0,0.485181218,13.45336446,21.77474403,0.190858775,0.505458515,11.99127907,21.03004292,0.1069869,0.503098991,12.93766224,75.59462254,0.207366743,0.525641026,12.98285552,74.05660377,0.235431235,94.2833695,46.73664793,4,0,0,0,104.5075274,99.51183432,4.995693073,106.9627461,104.091311,2.871435067,99.41366724,104.627871,-5.214203806,102.1140806,108.8156442,-6.701563646,103.5147059,98.92647059,105.2,103.6,97.07462687,102.2835821,102.4,110.4,103,89,-14,192
ATL,ATL vs. TOR,TOR,3/18/2014,W,2.5,201,0.517833677,14.3485885,21.30723781,0.2031162,0.549492386,15.16431204,19.48717949,0.210659898,0.509200219,13.94393072,73.85454545,0.190380762,0.482057416,12.996658,71.42857143,0.210526316,95.15690938,50.22852708,1,1,1,1,0.495218451,13.25646594,27.28268809,0.234389649,0.534526854,15.18372305,26.13636364,0.26342711,0.488927071,14.31504045,74.35897436,0.227949599,0.510204082,14.67268623,73.11320755,0.25255102,92.68368608,51.37919081,2,0,0,0,103.7989895,104.2170605,-0.418070961,106.8411463,103.0214016,3.81974467,105.0897414,101.2705315,3.819209868,108.3430378,105.1411715,3.201866251,101.5230769,102.0769231,103.2,98.2,100.4923077,97.16923077,104.2,99.8,118,113,-5,231
SAC,SAC vs. WAS,WAS,3/18/2014,W,1.5,201.5,0.485456188,14.02186,28.1865285,0.253116531,0.458435208,16.86721847,33.18584071,0.261613692,0.512745812,12.98773381,76.16175949,0.236890022,0.486386139,11.97809719,83.25581395,0.262376238,95.01615551,47.50929709,2,0,0,1,0.502414595,13.47295367,25.35801607,0.18207834,0.509569378,13.86286999,29.24528302,0.16507177,0.507969248,15.04346203,75.92389316,0.219388712,0.514527845,12.03789997,75.12437811,0.179176755,93.5471807,50.03591954,3,0,0,0,103.3057851,106.09353,-2.7877449,96.38457847,101.8450486,-5.460470108,102.9807943,102.6993658,0.281428454,104.9173379,107.3025976,-2.385259771,101.119403,103.4776119,96.4,99.8,100.5454545,99.81818182,99,99.8,117,111,-6,228
BKN,BKN vs. CHA,CHA,3/19/2014,W,-6.5,193.5,0.506810107,14.05658409,21.69131589,0.238452428,0.577868852,14.56111567,16.75977654,0.218579235,0.504969791,15.2950378,72.49904907,0.241668291,0.514588859,17.09697249,71.80851064,0.236074271,92.1191275,49.18304638,2,0,0,0,0.477502711,11.98249123,21.05621806,0.220455367,0.514888337,12.3742929,22.05882353,0.191066998,0.491788805,12.85672896,77.20207254,0.182235564,0.479809976,12.42924889,80,0.144893112,93.24806236,50.02520508,2,0,0,1,103.363426,103.8956837,-0.532257685,109.9213287,102.0189922,7.902336456,100.0658389,101.2713372,-1.205498375,106.0070671,97.0853516,8.921715543,97.58461538,98.8,100.6,95.4,95.66176471,97.08823529,98.4,93,104,99,-5,203
PHI,PHI vs. CHI,CHI,3/19/2014,L,13.5,194.5,0.469673802,15.0819435,25.03168568,0.190282025,0.463270142,15.90990347,25.76419214,0.184834123,0.523776467,14.93569748,72.46922025,0.239153072,0.550938338,17.11320477,74.34554974,0.348525469,100.3388811,42.11133422,2,0,0,0,0.467798812,14.45835375,27.8561354,0.224387528,0.467312349,10.02544922,23.24561404,0.230024213,0.472008782,13.71921715,75.5730414,0.186791072,0.457908163,14.56016943,74.17840376,0.265306122,91.06372769,52.32800556,2,0,0,0,95.60908552,107.219918,-11.61083245,93.72501998,109.4167139,-15.69169387,98.99955015,97.91466011,1.084890036,103.2898127,97.71230795,5.577504795,99.23880597,110.6567164,93.8,108.2,93.28358209,92.25373134,96.2,92.6,94,102,8,196
DEN,DEN vs. DET,DET,3/19/2014,W,-6,218,0.494764398,14.01866689,27.59653795,0.221989529,0.490762125,14.49575481,27.35849057,0.244803695,0.494454073,12.65259105,74.38983618,0.236568458,0.501168224,12.74952645,81.65938865,0.214953271,98.23515139,48.29380125,2,0,0,0,0.481478246,13.10827218,30.82952319,0.198846759,0.464449541,12.15901882,26.20967742,0.222477064,0.515425338,14.38591429,73.58490566,0.218510405,0.467672414,10.44592095,70.73170732,0.215517241,95.77774856,46.93584567,4,0,0,0,103.0049796,104.9975945,-1.992614842,101.8255734,102.7532345,-0.927661091,102.2658759,105.6101129,-3.344236997,99.90447381,104.3050238,-4.40055002,103.6119403,105.5373134,106.2,104.2,100.7424242,103.6969697,100.4,106.8,118,109,-9,227
NYK,NYK vs. IND,IND,3/19/2014,W,1,192,0.503495877,12.36062332,25.52011096,0.180709932,0.57804878,10.04093612,30.10752688,0.231707317,0.514367269,13.85777471,74.80403135,0.247764034,0.479064039,12.98403727,69.58525346,0.209359606,91.09264891,48.53144915,4,0,0,0,0.496034674,14.37529744,25.31922656,0.22832903,0.508928571,15.79303602,28.14070352,0.257653061,0.457140301,13.25564132,77.03897805,0.191123837,0.443548387,10.99062134,74.59677419,0.209677419,93.87619876,56.1184994,2,0,0,0,105.1173506,106.669211,-1.551860323,123.1921711,103.5567596,19.63541154,102.5859663,95.53401302,7.05195331,105.0685047,98.56705044,6.501454222,98.88059701,100.119403,113.8,94.8,98.76119403,92.19402985,100,95.2,92,86,-6,178
BOS,BOS vs. MIA,MIA,3/19/2014,W,4.5,195,0.469868996,14.14047011,27.59426093,0.19371179,0.41995614,12.12653779,33.84030418,0.177631579,0.495677233,13.41558248,74.05857741,0.226404899,0.52345679,12.75017387,76.38190955,0.217283951,94.00844863,46.49738122,2,0,0,1,0.559711942,14.5788402,19.89225031,0.232846569,0.556282723,14.76261712,18.03278689,0.232984293,0.509889471,16.01493191,72.45989305,0.223579601,0.522727273,16.57000829,71.80851064,0.20959596,92.45435733,54.24810172,1,1,1,1,98.65780383,103.8753925,-5.217588714,96.66666667,108.7880333,-12.12136665,109.7445355,103.0450686,6.699466944,108.2014146,103.9574967,4.243917964,95.42647059,99.42647059,92.8,102.4,104,98.64615385,102.8,99.4,101,96,-5,197
DAL,DAL vs. MIN,MIN,3/19/2014,L,-5,210,0.523502386,12.66528685,23.96313364,0.204276374,0.518987342,13.74370887,22.27722772,0.230379747,0.51350858,15.04167485,72.8561304,0.23713034,0.487623762,15.52795031,71.96261682,0.207920792,94.25008651,51.92835176,2,0,0,1,0.481728742,11.8908001,27.54010695,0.248067463,0.483758701,8.695973949,22.55319149,0.255220418,0.514092141,14.78347381,75.22313459,0.175067751,0.517857143,14.28261498,69.15422886,0.202380952,97.72958262,52.08333333,3,0,0,0,108.3934924,105.4521422,2.941350171,106.2340967,100.7333727,5.500724021,105.3944344,103.0538603,2.340574049,108.1069993,105.8804366,2.226562708,104.1323529,101.8382353,100.2,95.6,106.0923077,102.4615385,105.4,104,122,123,1,245
PHX,PHX vs. ORL,ORL,3/19/2014,W,-12.5,210,0.515755741,13.99152653,26.81409813,0.224141001,0.503658537,15.15479541,26.60550459,0.234146341,0.496692885,13.9335303,73.32871493,0.240078656,0.515931373,15.28273051,74.62686567,0.25,96.30227967,50.6223505,2,0,0,1,0.485117999,13.48500994,21.64983165,0.190912293,0.507760532,11.90650645,19.65065502,0.119733925,0.503229185,12.90739825,75.65365025,0.207715134,0.523310023,11.27354717,76.95852535,0.244755245,94.26651346,46.68398268,1,1,1,0,106.7497699,104.1943512,2.555418786,102.5630692,104.885288,-2.322218748,99.30473132,104.7098351,-5.405103816,102.21193,110.8088647,-8.59693466,105.2686567,102.9850746,101.8,104.6,96.95588235,102.2941176,102.4,110.8,109,93,-16,202
LAL,LAL vs. SAS,SAS,3/19/2014,L,13,220,0.502692515,14.041686,20.27665317,0.200143601,0.467706013,12.8459852,14.56692913,0.224944321,0.505287009,12.06822712,70.3666997,0.190332326,0.568507157,13.26689102,67.69911504,0.163599182,98.66124828,45.70549631,5,0,0,0,0.540602609,13.88008294,22.41054614,0.193092045,0.579009434,12.15498541,24.87562189,0.183962264,0.483232789,12.83020982,75.97689433,0.179027679,0.451834862,9.940357853,77.01612903,0.213302752,94.87981301,55.58006363,3,0,0,0,101.118385,107.29839,-6.180005003,95.27466901,116.6801203,-21.40545134,108.2424031,100.3668926,7.87551045,117.3776714,100.1563014,17.22137001,101.7575758,108.4090909,104.2,127.2,105.0909091,97.81818182,113.8,97.4,109,125,16,234
NOP,NOP vs. TOR,TOR,3/19/2014,L,1,197,0.493258017,12.98873838,27.63250883,0.213556851,0.497668998,12.92917684,26.7281106,0.251748252,0.513610586,13.60088869,73.59116022,0.249149338,0.510638298,14.76027884,72.93577982,0.236406619,92.65291407,48.33033303,3,0,0,0,0.495844108,13.26470006,27.19740634,0.23568526,0.526515152,14.42125237,23.33333333,0.267676768,0.48884096,14.20591488,74.47879224,0.228994749,0.514066496,14.40760422,75.94339623,0.283887468,92.67304575,51.34662129,1,1,1,1,104.6499803,107.0964058,-2.446425502,107.2402181,105.6981642,1.542053899,105.2023304,101.4282561,3.774074301,107.8350515,106.1145127,1.720538887,99.78787879,102.3030303,107,106.4,100.6818182,97.48484848,104.6,102.6,100,107,7,207
MEM,MEM vs. UTA,UTA,3/19/2014,W,-11.5,187.5,0.493131613,13.13924992,27.72828508,0.188045294,0.528277635,14.829366,27.12765957,0.22622108,0.494166029,13.77451096,75.54730983,0.205623565,0.454656863,14.32232776,72.60273973,0.198529412,90.4678946,51.87278475,4,0,0,0,0.484485574,13.97935357,25.44520548,0.200145164,0.494019139,13.6786089,24.76635514,0.179425837,0.513594345,12.04430949,74.30007179,0.223128512,0.617948718,13.32643806,82.75862069,0.205128205,91.77713769,45.33556743,2,0,0,1,103.0165647,101.9661398,1.050424932,106.5692807,96.03943566,10.52984505,100.3964123,108.4952846,-8.098872248,101.5228426,118.8763855,-17.35354284,95.84848485,94.57575758,99.8,90.4,94.75,101.4411765,97.6,112.4,96,86,-10,182
GSW,GSW vs. MIL,MIL,3/20/2014,W,-12.5,206,0.51261292,13.96640684,25.25721872,0.192091358,0.530562347,13.5042605,17.84037559,0.200488998,0.475271411,13.8293113,76.06314433,0.224022058,0.490407674,12.61314735,79.90654206,0.21822542,96.60310588,52.85708059,2,0,0,0,0.474206701,14.00564059,26.89747004,0.194646339,0.479118329,11.64568018,29.35779817,0.199535963,0.517507632,13.51017382,71.32169576,0.222122464,0.5625,13.52071907,74.46808511,0.25,92.36155932,44.80501773,2,0,0,0,104.5889079,99.40497025,5.183937645,105.7897327,100.7820689,5.007663801,99.25802777,108.0668066,-8.808778849,102.7679381,115.2749832,-12.50704518,103.5072464,98.7826087,103.2,100,94.82352941,102.9558824,99.8,110,115,110,-5,225
HOU,HOU vs. MIN,MIN,3/20/2014,W,-7.5,215,0.532276224,15.00982511,27.68153336,0.273221993,0.509975062,14.11815812,27.48815166,0.304239401,0.484255319,12.6806457,73.55987055,0.191829787,0.504728132,13.69665513,74.54545455,0.241134752,96.20253305,53.66719066,3,0,0,0,0.482538036,11.88777936,27.35942124,0.248443983,0.494212963,9.197939662,20.08547009,0.252314815,0.514564831,14.75550378,75.28957529,0.175488455,0.543942993,14.77690478,72.68041237,0.197149644,97.75482451,52.06039229,1,1,1,0,108.0557543,102.3733436,5.682410698,107.3855363,106.0375241,1.348012267,105.4746434,103.1539369,2.320706463,107.9339509,107.7861014,0.147849495,106.4029851,101.7462687,106.2,105.8,106.3484848,102.7575758,107.2,108.2,129,106,-23,235
CLE,CLE vs. OKC,OKC,3/20/2014,W,9.5,201,0.47030303,13.27222022,27.64840931,0.201212121,0.501234568,14.73922902,22.66009852,0.197530864,0.507922535,12.99479109,75.72274469,0.198591549,0.508254717,11.76690325,78.53881279,0.172169811,93.71010553,45.80203565,2,0,0,0,0.52055787,14.45110436,27.07873436,0.241622894,0.496453901,13.71082621,25.45454545,0.260047281,0.485512431,13.75633964,76.09271523,0.217134681,0.492736077,12.37075332,81.97424893,0.244552058,96.12287167,54.37367865,3,0,0,0,99.89213952,104.7875993,-4.895459758,100.5794702,103.1941032,-2.614632995,107.7700338,100.4566901,7.313343727,104.8259494,101.6813451,3.144604291,96.97058824,101.4411765,97.2,100.8,105.7014925,99.14925373,106,101.6,95,102,7,197
POR,POR vs. WAS,WAS,3/20/2014,W,-5.5,206,0.503021148,12.45009456,28.49604222,0.221550856,0.482638889,11.45065483,24.68619247,0.266203704,0.489936263,11.06342854,74.95101241,0.197584703,0.523648649,11.55735337,74.88372093,0.175675676,96.03243133,52.42867837,2,0,0,0,0.502375924,13.45841473,25.28301887,0.182682154,0.484848485,13.34844939,27.19298246,0.177156177,0.507749077,15.06091055,75.74667146,0.221586716,0.51937046,12.91989664,76.21359223,0.1937046,93.59013122,49.9933643,2,0,0,0,108.3491349,104.7911343,3.558000614,106.4170267,108.652153,-2.235126309,102.9743045,102.7831941,0.191110357,101.4684046,106.6370569,-5.168652347,107.5588235,103.2352941,106.4,108.6,100.7014925,100.0746269,98.4,101.8,116,103,-13,219
BKN,BKN vs. BOS,BOS,3/21/2014,W,-8.5,197,0.507488815,13.95827211,21.63371876,0.239058549,0.565934066,13.67458568,19.57671958,0.25,0.505272239,15.27930745,72.41121495,0.239647239,0.524934383,15.47199373,74.46808511,0.228346457,92.05785456,49.21601534,2,0,0,0,0.471475353,14.13416254,27.57255937,0.192864529,0.46040724,12.97484322,32.09876543,0.169683258,0.496005681,13.3970589,74.01927047,0.225279602,0.513317191,11.86557452,75.96153846,0.217917676,93.88827164,46.5377016,2,0,0,0,103.5496306,103.9786462,-0.429015607,111.0473331,105.2745352,5.772797862,98.89608558,103.9355136,-5.039428024,101.0651682,108.7784644,-7.713296241,97.68181818,98.8030303,100.6,97.4,95.50724638,99.37681159,96.4,102.8,114,98,-16,212
IND,IND vs. CHI,CHI,3/21/2014,W,-6.5,179.5,0.495541401,14.36051521,25.16175413,0.228753412,0.496231156,14.36672968,25.61576355,0.243718593,0.456525573,13.2141266,77.042299,0.192592593,0.428735632,11.15092132,76.42276423,0.206896552,93.84795128,56.00314018,2,0,0,0,0.46801316,14.45791817,27.92636332,0.22500457,0.471674877,10.59566926,24.32432432,0.25862069,0.472778078,13.71669004,75.65656566,0.185685956,0.472431078,13.76008445,73.63636364,0.230576441,91.10207942,52.35607207,2,0,0,0,102.4597681,95.54188664,6.917881511,103.1446541,94.67528219,8.469371903,99.09454543,97.93975339,1.154792037,104.9281844,99.25505799,5.673126411,98.57352941,92.19117647,98.4,92.6,93.41176471,92.27941176,97.6,93.8,91,79,-12,170
DAL,DAL vs. DEN,DEN,3/21/2014,W,-8,218.5,0.523809524,12.67276706,23.9107703,0.20420577,0.529339853,14.42055585,19.60784314,0.207823961,0.513824057,14.98805786,73.04075235,0.237701975,0.490675991,13.73328515,74.33628319,0.2004662,94.32978495,51.87678499,2,0,0,0,0.495959422,13.97433827,27.55336617,0.221973865,0.512614679,14.02063283,29.38388626,0.23853211,0.494629156,12.62997584,74.39947351,0.234953112,0.501131222,12.67676046,79.48717949,0.185520362,98.26216347,48.42036836,2,0,0,0,108.4025115,105.5310993,2.871412151,104.8667908,102.3415422,2.525248645,103.2260328,104.9891794,-1.763146543,106.8409214,102.5230433,4.317878156,104.3913043,102.1449275,103.6,101.4,103.8235294,105.5882353,110.2,105,122,106,-16,228
PHX,PHX vs. DET,DET,3/21/2014,W,-8.5,218,0.516561514,13.99913523,26.78936605,0.222046968,0.518115942,15.09639869,25.94339623,0.202898551,0.495858301,13.98985269,73.30378452,0.240747268,0.48902439,14.93080845,74.41860465,0.251219512,96.33057493,50.7420903,2,0,0,0,0.481866621,13.07848147,30.73954984,0.197834307,0.481693364,12.2418565,24.06639004,0.203661327,0.51635514,14.33389084,73.61458706,0.218547807,0.484749455,10.73927804,71.30801688,0.202614379,95.8415288,46.88974122,2,0,0,0,106.7788625,104.0247291,2.75413338,103.6782538,101.9830028,1.695251007,102.3003191,105.8003258,-3.500006718,100.8622736,105.6310375,-4.768763907,105.3235294,102.8382353,102.6,100.8,100.8656716,103.9104478,102,107.6,98,92,-6,190
MIA,MIA vs. MEM,MEM,3/21/2014,W,-4.5,190,0.559055118,14.54144014,20.03263974,0.231496063,0.546997389,14.98987697,19.12568306,0.240208877,0.511081391,15.98283798,72.4839804,0.222200994,0.548177083,15.94090202,76.96629213,0.2265625,92.35284653,54.19685457,2,0,0,1,0.49259327,13.12786368,27.72494514,0.189283102,0.509138381,14.96424129,26.84210526,0.245430809,0.493975904,13.81055004,75.58394161,0.203313253,0.467418546,15.43209877,72.98578199,0.19047619,90.50257602,52.002645,2,0,0,0,109.7247918,103.2367487,6.488043117,106.7519011,107.3088297,-0.556928681,103.0031629,101.7847722,1.218390738,104.4093537,95.96477729,8.444576404,103.8787879,98.68181818,102.2,101.6,95.85074627,94.44776119,96.8,89.8,91,86,-5,177
