HOME,MATCHUP,ROAD,GAME DATE,W/L,SPREAD,TOTAL,H.OeFG,H.OTOV,H.OREB,H.OFT,H.OeFGL5,H.OTOVL5,H.OREBL5,H.OFTL5,H.DeFG,H.DTOV,H.DREB,H.DFT,H.DeFGL5,H.DTOVL5,H.DREBL5,H.DFTL5,H.PACE,H.PIE,H.REST,H.B2B,H.TRAV,H.3IN4,R.OeFG,R.OTOV,R.OREB,R.OFT,R.OeFGL5,R.OTOVL5,R.OREBL5,R.OFTL5,R.DeFG,R.DTOV,R.DREB,R.DFT,R.DeFGL5,R.DTOVL5,R.DREBL5,R.DFTL5,R.PACE,R.PIE,R.REST,R.B2B,R.TRAV,R.3IN4,H.ORTG,H.DRTG,H.NRTG,H.ORTGL5,H.DRTGL5,H.NRTGL5,R.ORTG,R.DRTG,R.NRTG,R.ORTGL5,R.DRTGL5,R.NRTGL5,H.PPG,H.PPGA,H.PPGL5,H.PPGAL5,R.PPG,R.PPGA,R.PPGL5,R.PPGAL5,H.PTS,R.PTS,Diff,ActTotal
GSW,GSW vs. PHX,PHX,3/12/2016,W,-18.5,228,0.560335594,13.54038024,24.2047532,0.197072474,0.561926606,13.47708895,25.92592593,0.201834862,0.478097731,12.88820465,75.99604873,0.209773124,0.496495327,13.00598632,78.07017544,0.261682243,100.1660843,57.06909766,1,1,0,1,0.488850616,14.96618852,24.20294823,0.206127629,0.47799511,13.22654126,22.12389381,0.261613692,0.528780307,13.72888939,76.49603461,0.239496576,0.513729977,10.95690285,77.77777778,0.199084668,98.32880333,44.61838642,2,0,0,1,112.5160803,100.4685827,12.04749756,113.7974484,105.0305117,8.76693676,99.48626693,107.8021167,-8.315849729,100.7363055,108.1517353,-7.415429744,115.34375,104.390625,115.6,107.4,100.4615385,107.8153846,99.6,107.2,123,116,-7,239
DEN,DEN vs. WAS,WAS,3/12/2016,W,-1.5,212.5,0.485971223,13.13912768,26.01654032,0.219604317,0.50955414,9.459273528,28,0.210191083,0.513029914,12.86113382,77.70997846,0.217471096,0.50117096,11.81646306,80.44444444,0.24824356,96.14050133,48.32648008,2,0,0,0,0.505510654,13.07283025,20.09960868,0.194893461,0.486143187,13.67792096,20.25862069,0.154734411,0.51989863,14.80939835,77.06214689,0.217383142,0.523514851,14.36040946,78,0.27970297,98.19940149,48.67851145,1,1,1,0,102.6737007,105.4879909,-2.814290279,111.6811974,105.5169143,6.164283117,102.1535493,104.3094425,-2.155893209,95.94212016,107.3803991,-11.43827891,101.9230769,104.2461538,115.8,106.8,102.578125,104.640625,97.6,107.2,116,100,-16,216
LAC,LAC vs. CLE,CLE,3/13/2016,L,2.5,208,0.520488722,12.08576546,20.47853624,0.220488722,0.518779343,10.99761408,15.06276151,0.178403756,0.480509884,13.92221542,74.80013903,0.225568077,0.4739819,14.36983037,72.76595745,0.20361991,96.53908169,53.09935556,2,0,0,0,0.519556714,12.62810168,25.36656891,0.197615943,0.545667447,12.74777363,28.16901408,0.245901639,0.493033022,12.74654701,78.80434783,0.206146211,0.508515815,12.72359853,81.9047619,0.226277372,93.62220678,53.08503687,3,0,0,0,106.2088917,100.4673774,5.7415143,103.5006394,100.465814,3.034825396,107.5540524,101.4936432,6.060409149,114.8985834,102.9328821,11.96570127,104.859375,100.359375,103.6,101.8,103.75,97.59375,114.2,102.2,90,114,24,204
ATL,ATL vs. IND,IND,3/13/2016,W,-5.5,198,0.514990067,13.98886514,19.40035273,0.186201914,0.522332506,12.99053823,14.83253589,0.183622829,0.480888338,14.81063545,74.12516824,0.194301893,0.427400468,14.51196789,72.50996016,0.18735363,96.98873085,52.46370623,1,1,0,1,0.49388049,13.38073619,23.65517241,0.209323254,0.492718447,11.54341079,23.72093023,0.266990291,0.488611714,14.30909865,75.77747063,0.203362256,0.477647059,11.65889407,77.19298246,0.225882353,97.17822884,51.5462963,1,1,1,0,102.6086427,98.92369565,3.684946998,102.1123855,90.97227901,11.1401065,102.268953,99.98224171,2.286711338,108.0764075,102.7930215,5.283385965,102.030303,98.98484848,99,89,102.3230769,100.4769231,103.2,100.4,104,75,-29,179
BKN,BKN vs. MIL,MIL,3/13/2016,L,1.5,208.5,0.490102639,13.82778127,23.71862849,0.182917889,0.507936508,11.93058568,24.53703704,0.181405896,0.527167,13.3475097,75.72780204,0.17644921,0.568345324,14.0605343,71.73913043,0.201438849,94.97998699,46.46630158,2,0,0,0,0.497149687,14.2423358,25.09831963,0.212394263,0.496470588,12.53815962,25.2173913,0.228235294,0.505380266,14.18774797,72.7304715,0.230530731,0.507317073,17.73303719,72.27722772,0.217073171,94.93653166,48.45910011,1,1,1,0,100.2622681,106.9889552,-6.726687018,105.5577769,114.2225497,-8.664772853,102.1380186,105.2967059,-3.158687253,105.4192395,100.5415306,4.877708899,97.63076923,104.2,105.6,111.6,99.42424242,103.1212121,103.8,101,100,109,9,209
LAL,LAL vs. NYK,NYK,3/13/2016,L,1.5,209.5,0.465674852,12.49208834,23.13284865,0.228177093,0.503640777,11.2827966,22.00956938,0.233009709,0.521474019,11.43705158,74.50773558,0.206079887,0.54887218,11.60362033,79.05759162,0.245614035,95.98680265,42.75856045,3,0,0,0,0.483813589,12.45210194,23.79156668,0.215225898,0.52676399,12.25865768,21.73913043,0.216545012,0.487650026,10.59257411,75.51020408,0.208384067,0.479120879,9.013980868,75.73221757,0.145054945,94.03703844,48.83824051,2,0,0,0,99.4533066,109.6563367,-10.2030301,107.1458526,112.35013,-5.204277403,102.6633814,105.0057093,-2.342327909,109.4156116,103.3772652,6.038346399,98.01515152,107.0757576,102.2,107.2,99.25373134,101.5671642,104.4,100.4,87,90,3,177
SAC,SAC vs. UTA,UTA,3/13/2016,L,1,207.5,0.509401555,14.48978477,24.07472682,0.217501356,0.512019231,15.23952955,18.05555556,0.228365385,0.522378745,13.94669507,75.69444444,0.205064194,0.523972603,15.05711319,71.88940092,0.200913242,100.4310835,49.25228118,2,0,0,0,0.495408456,14.17531003,26.25925926,0.226324852,0.484415584,16.66296379,26.96078431,0.293506494,0.498455598,13.53146028,77.00258398,0.223938224,0.519184652,12.44071223,84.18604651,0.129496403,91.73260739,50.05453103,2,0,0,0,102.9912341,106.4408159,-3.449581782,100.4317989,105.8436533,-5.411854346,102.7733623,102.7657707,0.007591538,100.1813984,101.365415,-1.184016619,106.84375,109.515625,104.2,109.4,97.87692308,97.29230769,97.2,97.4,99,108,9,207
TOR,TOR vs. CHI,CHI,3/14/2016,L,-9.5,205.5,0.504535804,12.55460443,24.50532725,0.261532523,0.524484536,13.91155958,25.27472527,0.353092784,0.499235328,13.10151224,77.65486726,0.205314471,0.505910165,11.88386719,78.0952381,0.234042553,93.59238095,52.56690074,2,0,0,0,0.481648936,12.82689008,24.49607106,0.188652482,0.501182033,16.46403242,18.98148148,0.165484634,0.477590071,10.51436964,75.10507598,0.179796587,0.480392157,10.11499148,77.82258065,0.169934641,97.03792108,49.44976926,3,0,0,0,107.0350811,102.6626756,4.372405514,110.3179753,105.1980198,5.119955539,100.8875997,102.5519613,-1.66436163,96.53716876,102.0608826,-5.523713797,102.859375,98.390625,108.8,105.4,101.515625,102.875,98.8,103.8,107,109,2,216
UTA,UTA vs. CLE,CLE,3/14/2016,W,6.5,193.5,0.496232812,14.18581419,26.28696605,0.226219627,0.50255102,16.38921626,27.27272727,0.285714286,0.498859532,13.50479137,77.07954958,0.223151492,0.527577938,12.58909204,84.79262673,0.12470024,91.75976993,50.12901027,1,1,1,1,0.520722538,12.58531321,25.34345625,0.197139189,0.558194774,13.00296179,29.61165049,0.25415677,0.492666416,12.71129418,78.96613191,0.206092516,0.519559902,11.82664429,83.98058252,0.227383863,93.58551911,53.21854913,1,1,1,0,102.9107683,102.8002382,0.110530097,103.468019,101.7959116,1.672107365,107.7632973,101.4337767,6.329520616,117.1050495,105.4474391,11.65761039,98.03030303,97.31818182,101.2,98.4,103.9076923,97.47692308,115.4,103.6,94,85,-9,179
CHA,CHA vs. DAL,DAL,3/14/2016,L,-5.5,209.5,0.499635369,11.9458114,20.2335967,0.224430264,0.567535545,9.846247065,17.91044776,0.241706161,0.4963814,12.51867821,79.87310539,0.193414149,0.503537736,10.77426066,81.04265403,0.240566038,95.87035284,50.66169133,2,0,0,1,0.500899442,11.91143895,20.15635622,0.213707501,0.496583144,12.14843175,20.17167382,0.159453303,0.501413927,12.63366249,75.82602832,0.197066101,0.513761468,11.10553844,75.96566524,0.217889908,94.61247881,50.45056811,2,0,0,0,104.5867328,101.7614225,2.825310269,118.0606356,106.1566865,11.90394915,104.4771965,104.1634702,0.313726328,101.9585718,108.1070319,-6.14846016,103.2615385,100.8615385,116.2,105.8,102.3787879,102.8636364,101.2,108.6,96,107,11,203
MIA,MIA vs. DEN,DEN,3/14/2016,W,-7,209,0.499813259,13.45481878,23.2448163,0.214192344,0.502283105,12.22017569,30.47619048,0.239726027,0.482492368,12.06456465,78.5982906,0.189441551,0.491764706,11.6329795,76.33928571,0.244705882,93.74881954,52.27604452,2,0,0,1,0.487234043,13.23365527,26.02179837,0.220744681,0.511627907,11.17734724,28.63436123,0.198731501,0.512195122,12.9271112,77.65619485,0.217886179,0.49078341,13.40955607,78.35497835,0.232718894,96.26049081,48.53306596,2,0,0,0,102.6454091,100.5385828,2.10682627,108.8606584,104.9963794,3.864278922,102.7867233,105.2947518,-2.508028534,109.9946715,101.9815775,8.013094017,98.48484848,97.40909091,109,104.4,102.1363636,104.1818182,115.6,105.4,124,119,-5,243
WAS,WAS vs. DET,DET,3/14/2016,W,-2,210.5,0.504792043,13.13576246,20.18894332,0.195660036,0.465517241,13.91629087,22.68907563,0.181609195,0.520713889,14.87945264,77.01747862,0.218605511,0.545232274,14.75517342,77.31958763,0.26405868,98.29056922,48.51403172,2,0,0,1,0.491286162,12.12973114,27.10922171,0.19100732,0.526869159,11.07665042,25.47169811,0.212616822,0.502902231,13.07543235,79.10128388,0.20206784,0.534146341,11.07828656,83.66336634,0.224390244,95.56595292,48.53906611,2,0,0,1,102.0148897,104.3965137,-2.381623945,94.22208379,109.7116603,-15.48957654,102.9455828,102.8728387,0.072744121,111.1384514,110.0681176,1.070333816,102.5384615,104.8153846,96.8,110.8,102.030303,100.8939394,108.4,106,124,81,-43,205
HOU,HOU vs. MEM,MEM,3/14/2016,W,-11.5,207.5,0.509497717,14.33815404,25.11088366,0.256073059,0.498842593,12.21981705,28.01724138,0.256944444,0.520368054,14.83023426,73.14586995,0.22136859,0.517814727,15.45812254,71.3592233,0.251781473,98.09590394,47.99445551,2,0,0,1,0.482100018,12.38257899,23.20926966,0.244325521,0.459183673,12.60769069,26.48221344,0.229024943,0.507067813,15.34411625,75.04567044,0.245845272,0.5215311,14.82248732,75.34883721,0.241626794,93.69814934,50.13246572,2,0,0,1,104.4315727,106.1731958,-1.741623065,106.726528,106.216195,0.51033301,102.8908091,103.4653683,-0.574559165,100.3808919,105.9255168,-5.544624884,105.7727273,107.030303,108.4,108.4,99.22727273,99.93939394,101.2,107.4,130,81,-49,211
PHX,PHX vs. MIN,MIN,3/14/2016,W,0,222.5,0.489835949,14.90006123,24.14724755,0.205420827,0.502386635,13.06051371,23.76681614,0.241050119,0.529342081,13.63764099,76.62291593,0.240933115,0.519406393,10.05263927,78.33333333,0.219178082,98.34843895,44.62489988,2,0,0,0,0.491961114,13.88990218,24.57998539,0.266591886,0.544117647,15.19699812,18.87755102,0.200980392,0.521594385,13.20341618,75.61327561,0.210005399,0.540322581,14.56276195,72.59615385,0.195852535,95.45333818,49.10132505,3,0,0,0,99.67724131,108.0402162,-8.362974919,104.7603757,111.2861529,-6.525777159,103.6334453,107.0732292,-3.439783936,106.0483871,109.4688587,-3.420471582,100.6969697,108.0454545,104.4,110.2,101.3484848,105.5151515,105.2,110.8,107,104,-3,211
GSW,GSW vs. NOP,NOP,3/14/2016,W,-16,231.5,0.560411537,13.45274349,24.0647482,0.199085473,0.554272517,13.26963907,26.57657658,0.230946882,0.479216764,12.85432829,76.04673807,0.209034696,0.50921659,12.62895767,78.66666667,0.241935484,100.1578667,57.0341301,2,0,0,1,0.495461826,12.1526508,20.91680815,0.197010144,0.481359649,12.09398756,19.59183673,0.195175439,0.518914474,12.74157979,78.6598689,0.220760234,0.528571429,12.29389644,83.33333333,0.285714286,97.10014777,47.48112443,2,0,0,1,112.6815968,100.6420242,12.03957264,114.5792177,106.3788409,8.200376783,102.794153,106.4510545,-3.656901487,99.47249435,108.8550915,-9.382597136,115.4615385,104.5692308,116,109.4,102.6923077,105.9538462,105.6,112.8,125,107,-18,232
OKC,OKC vs. POR,POR,3/14/2016,W,-7.5,217,0.520101826,14.00395217,30.5975522,0.228757022,0.480861244,16.55860001,30.94170404,0.26076555,0.485931296,11.73101238,76.22309198,0.201967892,0.493006993,9.741476208,83.26180258,0.219114219,97.45250135,54.0771989,2,0,0,1,0.512635064,13.28286117,25.85627938,0.191355873,0.554761905,13.02465512,20.28985507,0.24047619,0.497692171,12.00801449,76.44503842,0.22989526,0.51744186,10.68985177,74.33628319,0.269767442,95.81129295,49.39942554,2,0,0,1,109.1955065,102.8663403,6.329166169,101.2442542,104.4866613,-3.242407037,105.7663172,104.8649306,0.901386627,112.6967721,111.4687649,1.22800724,109.5151515,103.030303,102.2,103.4,104.1940299,103.0149254,113.4,112.2,128,94,-34,222
IND,IND vs. BOS,BOS,3/15/2016,W,-2.5,210,0.49255715,13.41735512,23.50746269,0.206804891,0.466587112,11.74064536,20.90909091,0.229116945,0.489674203,14.33328428,75.80095433,0.201887128,0.495391705,12.32342554,75.55555556,0.177419355,97.17203921,51.26008294,2,0,0,1,0.490119912,12.19076753,25.0327654,0.202499578,0.479120879,9.870972291,27.03862661,0.224175824,0.481040959,14.76117383,74.32523617,0.241101771,0.490697674,13.5578707,70.81545064,0.21627907,99.30161706,52.63320668,4,0,0,0,101.8547684,100.0820567,1.772711638,101.0205775,103.7488745,-2.728297022,103.8761852,100.132776,3.743409133,106.6782995,104.5557902,2.122509335,101.9090909,100.530303,97.4,101.4,106.1060606,101.9242424,107.6,103,103,98,-5,201
ORL,ORL vs. DEN,DEN,3/15/2016,W,-3.5,215,0.492375887,13.22004528,23.49315068,0.175,0.459954233,13.05390912,21.07438017,0.19221968,0.510345465,13.99578147,77.38729144,0.213375208,0.545783133,16.07142857,77.20930233,0.231325301,95.91077005,48.43197976,3,0,0,0,0.488487703,13.22751323,26.10887097,0.219605791,0.522340426,11.27665391,27.23214286,0.182978723,0.514071963,12.94438728,77.70411724,0.218738867,0.501184834,13.77854126,78.47533632,0.253554502,96.31606654,48.48095849,1,1,1,1,101.1004977,103.7821445,-2.681646803,94.20795534,107.4363992,-13.22844388,102.9714622,105.5717767,-2.600314548,110.0556954,103.7506851,6.305010284,100.6307692,102.7692308,97.2,109.8,102.3880597,104.4776119,115.4,106,116,110,-6,226
SAS,SAS vs. LAC,LAC,3/15/2016,W,-9.5,201,0.530495553,12.51688558,22.94776119,0.191686331,0.481818182,10.6664705,25.97402597,0.202272727,0.470273264,14.09758278,79.49245542,0.184268833,0.469135802,15.81336508,76.71232877,0.222222222,94.47734545,58.82581985,3,0,0,0,0.519725875,12.0605198,20.33252511,0.220225968,0.524570025,12.10142144,12.7753304,0.191646192,0.482263053,13.86249952,74.81989708,0.224668001,0.503504673,13.54768786,75.22522523,0.219626168,96.45787574,52.86685216,2,0,0,0,108.7868088,95.4571665,13.32964226,106.0443195,96.60445614,9.43986336,106.0826325,100.7720151,5.310617389,102.7257933,105.2948255,-2.569032184,104.5606061,92.3030303,102.6,94,104.6307692,100.5692308,101,105,108,87,-21,195
BKN,BKN vs. PHI,PHI,3/15/2016,W,-7,212,0.49203764,13.93523007,23.58292512,0.182410423,0.539099526,14.60150821,22.95918367,0.170616114,0.527360515,13.32151699,75.56431387,0.175965665,0.563829787,13.90616995,68.27956989,0.196217494,94.951341,46.44189992,2,0,0,0,0.489941478,15.76536952,21.28021791,0.189100219,0.485023041,12.38512349,25.53191489,0.205069124,0.50747597,13.44144242,74.06624383,0.245817017,0.494226328,11.98364585,68.63636364,0.27482679,98.13801154,42.83673378,3,0,0,0,100.3562132,107.0828406,-6.726627425,106.2414321,114.8670824,-8.625650234,96.11394133,106.4856576,-10.37171625,102.5909237,109.7423963,-7.151472556,97.66666667,104.2727273,105.4,112,96.84848485,107.3181818,102,109.4,131,114,-17,245
LAL,LAL vs. SAC,SAC,3/15/2016,L,5,220,0.464954096,12.43876406,23.08192458,0.227577684,0.484449761,11.25782323,22.93577982,0.205741627,0.520844235,11.42218601,74.68793343,0.206698064,0.531565657,11.60868881,80.90452261,0.222222222,95.90814877,42.76165423,2,0,0,0,0.509622238,14.45187915,23.98472753,0.216856736,0.503597122,15.09596722,17.51152074,0.230215827,0.522759227,13.95998139,75.64234327,0.205272408,0.530516432,15.3352851,71.77033493,0.23943662,100.3260744,49.19928456,2,0,0,0,99.36645549,109.4918428,-10.12538732,103.5690179,108.2425995,-4.673581636,103.0200605,106.5170409,-3.496980458,99.5293573,107.6062466,-8.076889298,97.85074627,106.8208955,98.2,101.8,106.7230769,109.4923077,103.2,110.8,98,106,8,204
MIL,MIL vs. TOR,TOR,3/15/2016,L,-1.5,205.5,0.49782884,14.20305393,25.24647887,0.211326217,0.484918794,11.27764843,27.11864407,0.218097448,0.507113272,14.28696069,72.90142807,0.229425536,0.527989822,17.54255001,76.59574468,0.226463104,94.9090419,48.56944985,2,0,0,1,0.504179331,12.46745415,24.51274363,0.262537994,0.511138614,12.80148423,25.13368984,0.29950495,0.5,13.04002058,77.68895349,0.205494919,0.508274232,11.53788894,79.14691943,0.215130024,93.55813359,52.49417249,1,1,1,1,102.3021433,105.3167738,-3.014630555,105.4018445,102.4723487,2.929495801,107.1435435,102.8831699,4.260373575,108.5365854,105.6023999,2.934185496,99.56716418,103.0746269,102.4,100.8,102.9230769,98.55384615,106.8,104.2,89,107,18,196
DET,DET vs. ATL,ATL,3/16/2016,L,1,199.5,0.490373045,12.23262032,27.06185567,0.19082001,0.530120482,13.2411358,24.87804878,0.226506024,0.504640371,13.01807182,79.16813535,0.201320721,0.54631829,10.67642797,84.92462312,0.218527316,95.61346638,48.1459575,2,0,0,0,0.515652793,14.01817376,19.44347826,0.184987549,0.510714286,13.89097462,17.05069124,0.152380952,0.479783897,14.82588608,74.30463576,0.19205298,0.434731935,15.52351724,76.01626016,0.163170163,96.9854203,52.67011741,3,0,0,0,102.6355422,103.1484376,-0.512895474,108.3691858,111.6233924,-3.25420657,102.6695895,98.56566669,4.103922811,99.45130316,88.34556477,11.10573838,101.7164179,101.238806,106.8,110.4,102.0597015,98.62686567,98.6,88.6,114,118,4,232
WAS,WAS vs. CHI,CHI,3/16/2016,W,-5,213.5,0.506494662,13.07790776,20.13144241,0.195017794,0.504504505,12.85120766,22.07207207,0.173423423,0.51932191,14.94397388,77.00182815,0.218009479,0.523869347,16.82953312,75.8974359,0.27638191,98.29803366,48.92904666,2,0,0,0,0.482614014,12.77274706,24.43545669,0.189061681,0.531941032,16.98419731,22,0.199017199,0.477651258,10.46093943,75.10373444,0.181849082,0.48988764,9.809620695,75.94936709,0.197752809,96.9517437,49.48494107,2,0,0,0,102.3012893,104.0641472,-1.762857953,101.1482737,104.2325949,-3.084321201,101.1229763,102.7203783,-1.597401958,103.2792156,106.1846478,-2.905432247,102.8636364,104.4545455,105,105.4,101.6307692,102.9384615,102.8,104.8,117,96,-21,213
CLE,CLE vs. DAL,DAL,3/16/2016,W,-5.5,206.5,0.519671539,12.52129327,25.40021345,0.194910666,0.533957845,12.00857227,28.22966507,0.201405152,0.493783633,12.73352005,78.93624516,0.205604008,0.52875,11.99559506,84.34343434,0.215,93.42117482,53.0565115,2,0,0,1,0.501416932,11.93803379,20.09392821,0.212894084,0.5,12.18701529,17.77777778,0.185185185,0.501220788,12.65564123,75.93885012,0.198290896,0.498842593,11.41471071,76.82403433,0.240740741,94.68278974,50.53818774,2,0,0,0,107.6336647,101.6022501,6.031414573,112.3828481,106.592394,5.790454102,104.4532639,104.056464,0.396799815,102.0815057,105.5893266,-3.507820894,103.6212121,97.42424242,108.4,101.8,102.4477612,102.761194,102.4,107,99,98,-1,197
HOU,HOU vs. LAC,LAC,3/16/2016,L,-3.5,217,0.511420863,14.29572641,25.0589424,0.256115108,0.534883721,11.29544652,28.44036697,0.260465116,0.516760267,14.83325828,72.858122,0.22042822,0.472911964,14.07387066,68.48739496,0.216704289,98.16897301,48.54750513,2,0,0,0,0.51975128,12.11271737,20.26009582,0.220190198,0.527707809,11.70727836,13.14553991,0.191435768,0.483778455,13.81155088,74.70328925,0.223516759,0.519002375,12.4804411,72.98578199,0.211401425,96.30220908,52.61620067,1,1,1,1,104.7318593,105.7171604,-0.985301018,113.3571145,101.4498463,11.9072682,105.9737958,101.0806272,4.893168592,104.0003362,109.6198733,-5.619537128,106.1343284,106.641791,114.4,103,104.3636364,100.6818182,99,105.2,106,122,16,228
MEM,MEM vs. MIN,MIN,3/16/2016,L,4,207.5,0.479076087,12.43134823,23.58781239,0.242934783,0.427489177,13.66940055,29.96389892,0.199134199,0.509116541,15.28369665,75.0990991,0.246052632,0.530092593,13.96843135,76.49769585,0.231481481,93.83624991,49.56724825,2,0,0,0,0.491533223,13.89372269,24.40690151,0.26725566,0.532098765,13.47146327,14.21319797,0.241975309,0.520877565,13.30092942,75.36334633,0.20930644,0.515695067,14.85114319,69.54545455,0.19058296,95.60716717,49.17029438,2,0,0,0,102.4678841,103.7956556,-1.327771459,94.21916112,106.9539216,-12.73476052,103.5253167,106.929633,-3.404316325,106.0035268,106.428683,-0.425156247,98.95522388,100.3880597,97.4,111.6,101.3880597,105.5373134,105.8,109,108,114,6,222
SAC,SAC vs. NOP,NOP,3/16/2016,L,-3.5,223.5,0.509576524,14.46551898,23.79487179,0.218415041,0.506024096,14.39573886,16.43835616,0.260240964,0.521995151,14.03462051,75.68296796,0.205576723,0.516317016,15.17450683,73.39449541,0.244755245,100.3865716,49.35070255,1,1,1,1,0.494135154,12.08050348,21.1,0.199054622,0.471553611,12.0151628,23.5059761,0.240700219,0.520889609,12.7987539,78.6100108,0.220961642,0.555555556,12.73862495,83.90243902,0.26713948,97.12166424,47.33269078,2,0,0,0,102.980483,106.2748564,-3.294373402,101.5931656,104.9969344,-3.403768845,102.8585642,106.7152049,-3.856640772,101.7070236,111.1831566,-9.476132997,106.7121212,109.3181818,105.6,109.6,102.7575758,106.2424242,108.2,116.6,108,123,15,231
GSW,GSW vs. NYK,NYK,3/16/2016,W,-15,220,0.561730536,13.49738119,24.08395589,0.199583839,0.601895735,13.19881391,24.50980392,0.241706161,0.47819104,12.77501774,75.9247449,0.210819949,0.486363636,11.76511906,76.56903766,0.259090909,100.1334214,57.0982961,2,0,0,0,0.483675619,12.42371044,23.63882313,0.215727576,0.521573604,12.5293657,20.10050251,0.246192893,0.486630099,10.56611408,75.58407371,0.208090504,0.467777778,9.127486774,77.17842324,0.14,93.9884658,48.9428759,3,0,0,0,112.8451167,100.7353799,12.1097368,121.253081,105.5542572,15.6988238,102.5975133,104.8397892,-2.242275921,107.9014444,100.4482816,7.453162763,115.6060606,104.6060606,122,108.4,99.11764706,101.3529412,101.6,96.8,121,85,-36,206
BOS,BOS vs. OKC,OKC,3/16/2016,L,5,220,0.489110557,12.1862276,25.16919111,0.202327515,0.478506787,11.55678828,26.63755459,0.219457014,0.48123348,14.73107229,74.33510638,0.241057269,0.495348837,13.4732662,70.4845815,0.230232558,99.28231001,52.53092873,1,1,1,0,0.5218896,13.97695057,30.57234269,0.229105382,0.512048193,16.51208544,32.22748815,0.260240964,0.484279402,11.69935868,76.20115311,0.203093134,0.446882217,9.955018067,80.4,0.237875289,97.44116112,54.3927327,2,0,0,0,103.7799823,100.1848212,3.595161152,103.7013401,105.6168021,-1.915461984,109.5170886,102.7360515,6.781037094,106.3278008,99.30285344,7.024947393,105.9850746,101.9402985,104,105,109.7910448,102.8955224,106.6,98,109,130,21,239
CHA,CHA vs. ORL,ORL,3/16/2016,W,-9.5,212,0.499460529,11.97874195,20.1760325,0.225319187,0.553699284,10.48767698,17.73399015,0.250596659,0.496971856,12.53607807,79.93741307,0.192910581,0.519002375,11.68831169,83.33333333,0.232779097,95.9234158,50.5578115,2,0,0,0,0.493794791,13.20791097,23.41001353,0.176018179,0.504796163,13.25537478,19.62616822,0.232613909,0.511014018,14.0109079,77.42726954,0.214090661,0.559952038,15.74945692,76.92307692,0.215827338,95.93144052,48.51548777,1,1,1,0,104.471657,101.7805097,2.691147287,114.2662061,105.9405941,8.325612062,101.342711,103.8842616,-2.541550613,101.8241862,110.4282316,-8.604045369,103.1515152,100.9545455,113.8,107,100.8636364,102.8787879,103.6,111.4,107,99,-8,206
CHI,CHI vs. BKN,BKN,3/17/2016,W,-7,213,0.481927711,12.81745235,24.35301924,0.189672978,0.515662651,15.64712018,19.90291262,0.178313253,0.478901541,10.50306722,75.13394264,0.182183523,0.511210762,9.177006094,75.55555556,0.19058296,97.04558431,49.30194596,1,1,1,1,0.493411681,13.8901211,23.74870556,0.184294872,0.539192399,14.35301045,26.28865979,0.197149644,0.527376761,13.34211736,75.65186751,0.17693662,0.568674699,14.418811,73.15789474,0.197590361,95.07000929,46.69442132,2,0,0,0,100.9525875,102.8653624,-1.912774885,101.2423362,110.4442267,-9.201890449,100.7851959,107.0667744,-6.281578506,109.0488181,113.0704547,-4.021636601,101.5454545,103.1515152,100.4,108.2,98.1641791,104.4179104,107.4,110.8,118,102,-16,220
MIA,MIA vs. CHA,CHA,3/17/2016,L,-4.5,208,0.501932278,13.4646359,23.18475917,0.215126978,0.534965035,12.17916091,27.27272727,0.228438228,0.483839633,12.07729469,78.44856661,0.188802543,0.522458629,12.86045501,75.71428571,0.229314421,93.84167948,52.31491836,3,0,0,0,0.498675146,11.89514567,20.31925507,0.224165342,0.537296037,9.43186862,21.22641509,0.249417249,0.496840442,12.4970937,80.18480493,0.19325961,0.514150943,10.66058203,85.16746411,0.224056604,95.97201796,50.60357518,1,1,1,1,102.9722671,100.763885,2.208382089,112.2712247,107.5676539,4.703570836,104.4745001,101.7350015,2.739498529,114.5808117,105.4240788,9.156732968,98.86567164,97.73134328,111.4,107.8,103.2089552,100.9253731,113.6,106.2,106,109,3,215
ATL,ATL vs. DEN,DEN,3/17/2016,W,-8,210,0.51549641,13.96015901,19.40451745,0.187007529,0.510714286,12.76084672,15.98173516,0.178571429,0.480247338,14.7854205,74.40495598,0.194091378,0.436635945,14.50608548,74.59016393,0.186635945,97.10120085,52.67712949,1,1,1,0,0.489420265,13.25275657,26.02921647,0.220196112,0.545146727,12.6145974,24.87804878,0.198645598,0.515188762,12.93636502,77.773949,0.219139596,0.513414634,14.18078685,78.0952381,0.270731707,96.33032277,48.45274134,2,0,0,1,102.7753481,98.70314464,4.072203461,101.2292119,91.40041329,9.828798569,103.0821107,105.742426,-2.660315211,111.5582995,105.5471788,6.011120673,102.2941176,98.85294118,100.8,92,102.5,104.6470588,114.2,106.4,116,98,-18,214
MIL,MIL vs. MEM,MEM,3/17/2016,W,-10.5,201,0.497234118,14.11366202,25.19930676,0.211812991,0.498803828,11.09022556,26.54867257,0.210526316,0.507806955,14.22838576,72.82720715,0.228708304,0.545,15.78744705,76.75675676,0.1775,94.7604996,48.46780037,2,0,0,0,0.478736655,12.40118876,24.07531944,0.241459075,0.419117647,12.79863481,35.43859649,0.18907563,0.510758672,15.26889767,75.12473272,0.247263958,0.554373522,12.46387283,78.46889952,0.236406619,93.80324372,49.43066745,1,1,1,1,102.3262573,105.5405397,-3.214282446,106.9915254,106.4231738,0.56835162,102.6264325,104.0829742,-1.456541742,96.17654,111.8757373,-15.69919731,99.41176471,103.1323529,101,101.4,99.08823529,100.5882353,97.8,113.8,96,86,-10,182
